Date,Open,High,Low,Close,Volume,Adj Close
2017-05-03,317.670013,321.529999,310.450012,311.019989,6709900,311.019989
2017-05-02,324.00,327.660004,316.559998,318.890015,5309300,318.890015
2017-05-01,314.880005,327.25,314.809998,322.829987,8809100,322.829987
