Date,Open,High,Low,Close,Volume,Adj Close
2017-03-07,845.47998,848.460022,843.75,846.02002,2217800,846.02002
2017-03-06,845.22998,848.48999,841.119995,846.609985,2598400,846.609985
2017-03-03,847.200012,851.98999,846.27002,849.880005,1941100,849.880005
2017-03-02,853.080017,854.820007,847.280029,848.909973,2129200,848.909973
