Date,Open,High,Low,Close,Volume,Adj Close
2017-05-03,86.059998,87.099998,86.019997,87.00,11512600,87.00
2017-05-02,86.709999,86.879997,86.019997,86.50,14076600,86.50
2017-05-01,87.360001,87.739998,86.559998,87.059998,15684000,87.059998
