Date,Open,High,Low,Close,Volume,Adj Close
2017-05-09,87.260002,87.839996,86.50,86.75,9670500,86.75
2017-05-08,87.040001,87.32,86.650002,87.099998,8160900,87.099998
2017-05-05,87.25,87.339996,86.419998,87.00,9362800,87.00
2017-05-04,87.690002,87.730003,86.57,87.099998,11525900,87.099998
2017-05-03,86.059998,87.099998,86.019997,87.00,11512600,87.00
2017-05-02,86.709999,86.879997,86.019997,86.50,14076600,86.50
2017-05-01,87.360001,87.739998,86.559998,87.059998,15684000,87.059998
