Date,Open,High,Low,Close,Volume,Adj Close
2017-04-03,46.50,46.849998,46.16,46.43,7665600,46.43
2017-03-31,46.52,46.700001,46.27,46.41,7781500,46.41
2017-03-30,46.799999,47.049999,46.599998,46.619999,3448600,46.619999
2017-03-29,46.52,46.84,46.299999,46.779999,4394300,46.779999
2017-03-28,46.330002,46.759998,46.240002,46.57,4598700,46.57
2017-03-27,45.919998,46.48,45.740002,46.400002,5995400,46.400002
